what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.python.pydev.core,2.4.0.2012020116,"org.python.pydev.core",1329305864165
stopped,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1329305864167
stopped,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1329305864168
stopped,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1329305864229
stopped,bundle,org.eclipse.wst.common.snippets,1.2.100.v201103281740,"org.eclipse.wst.common.snippets",1329305864229
stopped,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1329305864230
stopped,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1329305864230
stopped,bundle,org.eclipse.emf.edit.ui,2.7.0.v20110913-1156,"org.eclipse.emf.edit.ui",1329305864230
stopped,bundle,org.eclipse.gef,3.7.1.v20110830-1143,"org.eclipse.gef",1329305864230
stopped,bundle,org.eclipse.emf.common.ui,2.7.0.v20110913-1156,"org.eclipse.emf.common.ui",1329305864231
activated,perspective,org.python.pydev,,"org.python.pydev.ui.PythonPerspective",1329597144388
started,bundle,org.eclipse.osgi,3.7.1.R37x_v20110808-1106,"org.eclipse.osgi",1329597144389
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1329597144389
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1329597144389
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1329597144389
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1329597144389
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1329597144389
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1329597144389
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1329597144389
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1329597144389
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1329597144389
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1329597144389
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1329597144389
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1329597144389
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1329597144389
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1329597144389
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1329597144389
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1329597144389
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1329597144389
started,bundle,org.eclipse.egit.core,1.1.0.201109151100-r,"org.eclipse.egit.core",1329597144389
started,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1329597144389
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1329597144389
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1329597144389
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1329597144389
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1329597144389
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1329597144389
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1329597144389
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1329597144389
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1329597144389
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1329597144389
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1329597144389
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1329597144389
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1329597144389
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1329597144389
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1329597144389
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1329597144389
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1329597144389
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1329597144389
started,bundle,org.eclipse.equinox.preferences,3.4.1.R37x_v20110725,"org.eclipse.equinox.preferences",1329597144389
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1329597144389
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1329597144389
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1329597144389
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1329597144389
started,bundle,org.eclipse.jdt.core,3.7.1.v_B76_R37x,"org.eclipse.jdt.core",1329597144389
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1329597144389
started,bundle,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui",1329597144389
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1329597144389
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1329597144389
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1329597144389
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1329597144389
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1329597144389
started,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1329597144389
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1329597144389
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1329597144389
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1329597144389
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1329597144389
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1329597144389
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1329597144389
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1329597144389
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1329597144389
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1329597144389
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1329597144389
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1329597144389
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1329597144389
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1329597144389
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1329597144389
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1329597144389
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1329597144389
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1329597144389
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1329597144389
started,bundle,org.eclipse.ui.navigator,3.5.100.v20110809-2227,"org.eclipse.ui.navigator",1329597144389
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1329597144390
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1329597144390
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1329597144390
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1329597144390
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1329597144390
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1329597144390
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1329597144390
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1329597144390
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1329597144390
started,bundle,com.python.pydev,2.4.0.2012020116,"com.python.pydev",1329597144390
started,bundle,com.python.pydev.analysis,2.4.0.2012020116,"com.python.pydev.analysis",1329597144390
started,bundle,com.python.pydev.codecompletion,2.4.0.2012020116,"com.python.pydev.codecompletion",1329597144390
started,bundle,com.python.pydev.refactoring,2.4.0.2012020116,"com.python.pydev.refactoring",1329597144390
started,bundle,org.python.pydev,2.4.0.2012020116,"org.python.pydev",1329597144390
started,bundle,org.python.pydev.core,2.4.0.2012020116,"org.python.pydev.core",1329597144390
started,bundle,org.python.pydev.debug,2.4.0.2012020116,"org.python.pydev.debug",1329597144390
started,bundle,org.python.pydev.django,2.4.0.2012020116,"org.python.pydev.django",1329597144390
started,bundle,org.python.pydev.jython,2.4.0.2012020116,"org.python.pydev.jython",1329597144390
started,bundle,org.python.pydev.parser,2.4.0.2012020116,"org.python.pydev.parser",1329597144390
started,bundle,org.python.pydev.red_core,2.4.0.2012020116,"org.python.pydev.red_core",1329597144390
started,bundle,org.python.pydev.refactoring,2.4.0.2012020116,"org.python.pydev.refactoring",1329597144390
os,sysinfo,,,"win32",1329597144393
arch,sysinfo,,,"x86_64",1329597144393
ws,sysinfo,,,"win32",1329597144393
locale,sysinfo,,,"en_GB",1329597144393
processors,sysinfo,,,"2",1329597144393
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1329597144393
java.runtime.version,sysinfo,,,"1.6.0_31-b05",1329597144393
java.specification.name,sysinfo,,,"Java Platform API Specification",1329597144393
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1329597144393
java.specification.version,sysinfo,,,"1.6",1329597144393
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1329597144393
java.version,sysinfo,,,"1.6.0_31",1329597144393
java.vm.info,sysinfo,,,"mixed mode",1329597144393
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1329597144393
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1329597144393
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1329597144394
java.vm.specification.version,sysinfo,,,"1.0",1329597144394
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1329597144394
java.vm.version,sysinfo,,,"20.6-b01",1329597144394
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1329597144575
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1329597149058
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1329597149582
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1329597149883
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329597150030
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1329597150979
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329597159829
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1329597189500
opened,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1329597190402
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1329597190552
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1329597192331
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1329597194452
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1329597198661
opened,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1329597206598
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1329597206683
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1329597214120
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1329597226162
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1329597227935
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1329597250983
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329597258252
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329597263284
opened,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1329597263431
activated,editor,org.python.pydev,2.4.0.2012020116,"org.python.pydev.editor.PythonEditor",1329597263641
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329597338169
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329597345013
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329597346449
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329597388218
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329597389287
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329597391516
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329597392199
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329597584542
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329597614473
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329597620976
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329597631488
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329597640482
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329597640828
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329597641581
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329597643475
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329597644000
